Model,MDO3014
Firmware Version,1.30

Waveform Type,ANALOG,,,,,Waveform Type,DIGITAL
Point Format,Y,,,,,Point Format,Y
Horizontal Units,s,,,,,Horizontal Units,s
Horizontal Scale,4e-07,,,,,Horizontal Scale,4e-07
Horizontal Delay,4.28e-07,,,,,,
Sample Interval,4e-10,,,,,Sample Interval,2e-09
Record Length,10000,,,,,Record Length,2000
Gating,0.0% to 100.0%,,,,,Gating,0.1% to 100.0%
Probe Attenuation,10,10,1000,1,,,
Vertical Units,V,V,V,V,,Vertical Units,V
Vertical Offset,0,0,0,0,,Threshold Used,3.04
Vertical Scale,100,2,2000,1,,,
Vertical Position,-0.06,-3.32,-2.38,-4.08,,,
,,,,,,,
,,,,,,,
,,,,,,,
Label,di/dt,Current,MCP,Trigger,,Label,
TIME,CH1,CH2,CH3,CH4,,TIME,D0
1.3284e-06,-54,6.96,-40,0,,,
1.3288e-06,-54,6.96,40,0,,,
1.3292e-06,-50,6.88,40,-0.04,,,
1.3296e-06,-50,6.88,-40,0.04,,,
1.3300e-06,-50,6.72,40,0.04,,,
1.3304e-06,-54,6.72,40,0,,,
1.3308e-06,-46,6.8,40,0.04,,,
1.3312e-06,-50,6.72,-40,0.08,,,
1.3316e-06,-46,6.72,-40,0.04,,,
1.3320e-06,-50,6.72,40,0.08,,,
1.3324e-06,-46,6.72,120,0.12,,,
1.3328e-06,-46,6.64,120,0.08,,,
1.3332e-06,-46,6.64,-40,0.04,,,
1.3336e-06,-50,6.64,40,0.08,,,
1.3340e-06,-50,6.72,-40,0.12,,,
1.3344e-06,-50,6.64,-40,0.12,,,
1.3348e-06,-42,6.64,40,0.12,,,
1.3352e-06,-42,6.48,40,0.08,,,
1.3356e-06,-42,6.48,40,0.08,,,
1.3360e-06,-42,6.56,40,0.08,,,
1.3364e-06,-42,6.64,120,0.08,,,
1.3368e-06,-46,6.56,-40,0.04,,,
1.3372e-06,-50,6.48,40,0.12,,,
1.3376e-06,-50,6.48,-40,0.16,,,
1.3380e-06,-54,6.48,40,0.12,,,
1.3384e-06,-50,6.48,40,0.08,,,
1.3388e-06,-50,6.64,40,0.08,,,
1.3392e-06,-50,6.48,-40,0.04,,,
1.3396e-06,-50,6.48,40,0.08,,,
1.3400e-06,-54,6.48,40,0.12,,,
1.3404e-06,-50,6.48,40,0.08,,,
1.3408e-06,-50,6.56,120,0.08,,,
1.3412e-06,-50,6.56,40,0.04,,,
1.3416e-06,-50,6.56,-40,0.04,,,
1.3420e-06,-46,6.48,-40,0.08,,,
1.3424e-06,-42,6.4,40,0,,,
1.3428e-06,-50,6.48,40,0.08,,,
1.3432e-06,-50,6.4,40,0.04,,,
1.3436e-06,-54,6.4,-40,0,,,
1.3440e-06,-46,6.32,-40,0.04,,,
1.3444e-06,-46,6.48,-40,0.08,,,
1.3448e-06,-46,6.48,-40,0.04,,,
1.3452e-06,-50,6.56,-40,0.08,,,
1.3456e-06,-42,6.64,40,0.04,,,
1.3460e-06,-46,6.64,40,0.08,,,
1.3464e-06,-46,6.72,40,0.04,,,
1.3468e-06,-42,6.64,-40,0.04,,,
1.3472e-06,-42,6.64,40,0.04,,,
1.3476e-06,-46,6.64,40,0.04,,,
1.3480e-06,-38,6.56,40,0,,,
1.3484e-06,-42,6.56,40,0.04,,,
1.3488e-06,-42,6.4,40,0.04,,,
1.3492e-06,-42,6.4,40,0,,,
1.3496e-06,-38,6.4,40,0.04,,,
1.3500e-06,-42,6.4,40,0.04,,,
1.3504e-06,-38,6.48,40,0.04,,,
1.3508e-06,-38,6.56,40,0.04,,,
1.3512e-06,-42,6.64,40,0.04,,,
1.3516e-06,-38,6.72,-40,-0.04,,,
1.3520e-06,-42,6.64,40,0.04,,,
1.3524e-06,-38,6.56,120,0,,,
1.3528e-06,-42,6.48,-40,0,,,
1.3532e-06,-42,6.56,40,0,,,
1.3536e-06,-42,6.56,-40,0,,,
1.3540e-06,-42,6.48,-40,0,,,
1.3544e-06,-42,6.64,-40,0,,,
1.3548e-06,-38,6.56,40,-0.04,,,
1.3552e-06,-42,6.56,40,-0.04,,,
1.3556e-06,-42,6.48,40,-0.04,,,
1.3560e-06,-46,6.56,40,-0.08,,,
1.3564e-06,-38,6.56,-40,-0.04,,,
1.3568e-06,-42,6.64,-40,-0.08,,,
1.3572e-06,-42,6.64,120,-0.08,,,
1.3576e-06,-42,6.64,40,-0.04,,,
1.3580e-06,-46,6.56,40,-0.04,,,
1.3584e-06,-50,6.48,120,-0.04,,,
1.3588e-06,-46,6.64,40,-0.08,,,
1.3592e-06,-46,6.64,40,-0.08,,,
1.3596e-06,-46,6.64,40,-0.08,,,
1.3600e-06,-42,6.8,40,-0.08,,,
1.3604e-06,-42,6.72,40,-0.04,,,
1.3608e-06,-46,6.72,-40,-0.04,,,
1.3612e-06,-46,6.64,40,-0.04,,,
1.3616e-06,-46,6.64,40,-0.08,,,
1.3620e-06,-46,6.64,40,-0.08,,,
1.3624e-06,-46,6.64,120,-0.08,,,
1.3628e-06,-42,6.72,40,-0.08,,,
1.3632e-06,-42,6.72,40,-0.04,,,
1.3636e-06,-46,6.72,40,-0.04,,,
1.3640e-06,-42,6.64,40,-0.08,,,
1.3644e-06,-42,6.64,40,-0.12,,,
1.3648e-06,-42,6.64,40,-0.08,,,
1.3652e-06,-42,6.72,-40,-0.12,,,
1.3656e-06,-46,6.64,-40,-0.08,,,
1.3660e-06,-46,6.64,40,-0.08,,,
1.3664e-06,-46,6.72,40,-0.12,,,
1.3668e-06,-38,6.72,-40,-0.08,,,
1.3672e-06,-42,6.64,40,-0.08,,,
1.3676e-06,-38,6.64,120,-0.08,,,
1.3680e-06,-42,6.72,-40,-0.08,,,
1.3684e-06,-42,6.72,120,-0.12,,,
1.3688e-06,-42,6.72,120,-0.08,,,
1.3692e-06,-42,6.72,120,-0.08,,,
1.3696e-06,-42,6.72,-40,-0.08,,,
1.3700e-06,-42,6.64,40,-0.12,,,
1.3704e-06,-38,6.72,40,-0.08,,,
1.3708e-06,-46,6.8,40,-0.08,,,
1.3712e-06,-42,6.8,40,-0.08,,,
1.3716e-06,-42,6.72,40,-0.04,,,
1.3720e-06,-46,6.72,120,-0.04,,,
1.3724e-06,-42,6.64,120,0,,,
1.3728e-06,-42,6.64,120,-0.08,,,
1.3732e-06,-42,6.64,40,-0.04,,,
1.3736e-06,-42,6.72,40,-0.04,,,
1.3740e-06,-42,6.8,40,-0.04,,,
1.3744e-06,-46,6.8,120,-0.04,,,
1.3748e-06,-46,6.8,120,-0.04,,,
1.3752e-06,-50,6.8,120,-0.08,,,
1.3756e-06,-46,6.8,40,-0.08,,,
1.3760e-06,-46,6.72,40,-0.04,,,
1.3764e-06,-50,6.72,120,-0.04,,,
1.3768e-06,-50,6.8,40,-0.04,,,
1.3772e-06,-50,6.8,-40,-0.04,,,
1.3776e-06,-50,6.8,-40,-0.08,,,
1.3780e-06,-46,6.88,120,0,,,
1.3784e-06,-50,6.88,40,0,,,
1.3788e-06,-46,6.8,120,-0.04,,,
1.3792e-06,-50,6.72,-40,-0.08,,,
1.3796e-06,-46,6.72,40,-0.04,,,
1.3800e-06,-46,6.72,40,0,,,
1.3804e-06,-46,6.8,-40,0,,,
1.3808e-06,-42,6.72,-40,0,,,
1.3812e-06,-42,6.8,40,0.04,,,
1.3816e-06,-46,6.72,40,0,,,
1.3820e-06,-42,6.72,40,0,,,
1.3824e-06,-50,6.72,40,0,,,
1.3828e-06,-38,6.64,40,0,,,
1.3832e-06,-42,6.64,40,0.04,,,
1.3836e-06,-42,6.72,40,0.04,,,
1.3840e-06,-42,6.64,-40,0,,,
1.3844e-06,-42,6.64,-40,0.04,,,
1.3848e-06,-42,6.72,120,0,,,
1.3852e-06,-42,6.64,40,0.04,,,
1.3856e-06,-50,6.64,-40,0.08,,,
1.3860e-06,-50,6.64,-40,0.04,,,
1.3864e-06,-50,6.64,40,0,,,
1.3868e-06,-46,6.56,40,0,,,
1.3872e-06,-42,6.48,-120,0.12,,,
1.3876e-06,-46,6.48,40,0.12,,,
1.3880e-06,-50,6.4,40,0.08,,,
1.3884e-06,-46,6.48,-40,0.04,,,
1.3888e-06,-50,6.4,-40,0.04,,,
1.3892e-06,-50,6.32,40,0.04,,,
1.3896e-06,-50,6.4,-40,0.04,,,
1.3900e-06,-50,6.4,-40,0.08,,,
1.3904e-06,-54,6.32,40,0.04,,,
1.3908e-06,-50,6.48,120,0.04,,,
1.3912e-06,-50,6.32,-40,0.04,,,
1.3916e-06,-50,6.32,40,0.08,,,
1.3920e-06,-50,6.4,40,0.08,,,
1.3924e-06,-50,6.32,120,0,,,
1.3928e-06,-50,6.32,40,0.08,,,
1.3932e-06,-50,6.4,-40,0.04,,,
1.3936e-06,-50,6.4,40,0.08,,,
1.3940e-06,-50,6.48,40,0.04,,,
1.3944e-06,-54,6.4,40,0.04,,,
1.3948e-06,-50,6.32,40,0.08,,,
1.3952e-06,-46,6.32,40,0.04,,,
1.3956e-06,-50,6.32,40,0.04,,,
1.3960e-06,-50,6.32,40,0.04,,,
1.3964e-06,-50,6.32,40,-0.04,,,
1.3968e-06,-50,6.32,40,0.08,,,
1.3972e-06,-50,6.32,40,0.04,,,
1.3976e-06,-50,6.32,40,0.04,,,
1.3980e-06,-50,6.32,40,0.04,,,
1.3984e-06,-50,6.32,120,0.04,,,
1.3988e-06,-50,6.32,-40,0,,,
1.3992e-06,-50,6.32,-40,0.04,,,
1.3996e-06,-50,6.24,-40,0,,,
1.4000e-06,-50,6.32,-40,0.04,,,
1.4004e-06,-50,6.4,40,0.12,,,
1.4008e-06,-50,6.4,40,0.04,,,
1.4012e-06,-50,6.32,40,0.04,,,
1.4016e-06,-46,6.4,40,0.04,,,
1.4020e-06,-46,6.4,-120,0,,,
1.4024e-06,-46,6.4,-40,0,,,
1.4028e-06,-38,6.32,40,0.04,,,
1.4032e-06,-50,6.32,-40,0.04,,,
1.4036e-06,-46,6.32,40,0.04,,,
1.4040e-06,-46,6.24,120,0.08,,,
1.4044e-06,-50,6.24,-40,0.04,,,
1.4048e-06,-50,6.32,-40,0,,,
1.4052e-06,-50,6.16,120,0,,,
1.4056e-06,-46,6.32,40,0,,,
1.4060e-06,-46,6.4,40,-0.04,,,
1.4064e-06,-50,6.32,-40,0.04,,,
1.4068e-06,-50,6.4,-40,0,,,
1.4072e-06,-50,6.4,40,0,,,
1.4076e-06,-50,6.32,40,0,,,
1.4080e-06,-50,6.48,40,-0.04,,,
1.4084e-06,-50,6.4,-40,-0.04,,,
1.4088e-06,-50,6.48,40,-0.04,,,
1.4092e-06,-50,6.4,120,0.04,,,
1.4096e-06,-50,6.48,40,0,,,
1.4100e-06,-50,6.4,40,-0.04,,,
1.4104e-06,-50,6.48,40,0.04,,,
1.4108e-06,-50,6.48,40,0,,,
1.4112e-06,-46,6.4,40,-0.04,,,
1.4116e-06,-50,6.48,40,0,,,
1.4120e-06,-46,6.48,40,-0.04,,,
1.4124e-06,-46,6.4,-40,-0.04,,,
1.4128e-06,-38,6.56,-40,-0.04,,,
1.4132e-06,-46,6.48,-40,0,,,
1.4136e-06,-46,6.56,120,-0.04,,,
1.4140e-06,-42,6.64,40,-0.08,,,
1.4144e-06,-42,6.56,40,-0.04,,,
1.4148e-06,-42,6.56,40,-0.08,,,
1.4152e-06,-42,6.64,-40,-0.04,,,
1.4156e-06,-38,6.64,40,-0.04,,,
1.4160e-06,-42,6.64,40,-0.04,,,
1.4164e-06,-38,6.64,40,-0.04,,,
1.4168e-06,-38,6.64,40,-0.12,,,
1.4172e-06,-38,6.56,40,-0.08,,,
1.4176e-06,-42,6.64,-40,-0.04,,,
1.4180e-06,-46,6.56,40,-0.08,,,
1.4184e-06,-42,6.56,40,0,,,
1.4188e-06,-42,6.48,40,-0.04,,,
1.4192e-06,-42,6.56,40,-0.12,,,
1.4196e-06,-38,6.48,40,-0.08,,,
1.4200e-06,-38,6.56,40,-0.08,,,
1.4204e-06,-42,6.48,-40,-0.08,,,
1.4208e-06,-38,6.48,40,-0.04,,,
1.4212e-06,-42,6.56,120,-0.04,,,
1.4216e-06,-42,6.48,120,-0.08,,,
1.4220e-06,-42,6.56,-40,-0.04,,,
1.4224e-06,-46,6.64,120,-0.04,,,
1.4228e-06,-42,6.64,120,-0.04,,,
1.4232e-06,-46,6.64,40,-0.04,,,
1.4236e-06,-46,6.64,120,-0.08,,,
1.4240e-06,-50,6.64,-40,-0.12,,,
1.4244e-06,-50,6.64,40,-0.08,,,
1.4248e-06,-50,6.56,40,-0.08,,,
1.4252e-06,-50,6.48,40,-0.04,,,
1.4256e-06,-58,6.48,-40,-0.04,,,
1.4260e-06,-50,6.48,40,-0.04,,,
1.4264e-06,-50,6.56,-40,-0.04,,,
1.4268e-06,-54,6.48,40,-0.08,,,
1.4272e-06,-54,6.48,-40,-0.08,,,
1.4276e-06,-42,6.48,40,-0.04,,,
1.4280e-06,-46,6.4,40,-0.04,,,
1.4284e-06,-50,6.48,-40,-0.04,,,
1.4288e-06,-46,6.4,40,-0.04,,,
1.4292e-06,-46,6.48,120,-0.08,,,
1.4296e-06,-42,6.4,-40,-0.04,,,
1.4300e-06,-46,6.48,-40,-0.08,,,
1.4304e-06,-46,6.48,-40,-0.04,,,
1.4308e-06,-46,6.4,40,0,,,
1.4312e-06,-50,6.4,40,-0.04,,,
1.4316e-06,-46,6.32,40,-0.04,,,
1.4320e-06,-50,6.48,40,-0.08,,,
1.4324e-06,-50,6.4,40,-0.08,,,
1.4328e-06,-46,6.48,40,-0.08,,,
1.4332e-06,-46,6.48,-40,-0.04,,,
1.4336e-06,-46,6.48,-40,0.04,,,
1.4340e-06,-46,6.4,40,-0.08,,,
1.4344e-06,-50,6.4,40,-0.08,,,
1.4348e-06,-50,6.4,40,-0.04,,,
1.4352e-06,-46,6.4,40,-0.04,,,
1.4356e-06,-50,6.48,40,0,,,
1.4360e-06,-46,6.4,-40,0,,,
1.4364e-06,-46,6.4,40,0,,,
1.4368e-06,-50,6.32,-40,-0.04,,,
1.4372e-06,-54,6.24,40,-0.04,,,
1.4376e-06,-50,6.32,40,-0.04,,,
1.4380e-06,-50,6.32,-40,0,,,
1.4384e-06,-50,6.32,-120,0,,,
1.4388e-06,-50,6.32,40,-0.04,,,
1.4392e-06,-50,6.32,-40,-0.04,,,
1.4396e-06,-50,6.32,40,0,,,
1.4400e-06,-50,6.32,40,0.04,,,
1.4404e-06,-50,6.32,-40,-0.04,,,
1.4408e-06,-54,6.24,-40,-0.04,,,
1.4412e-06,-46,6.24,40,-0.04,,,
1.4416e-06,-50,6.16,120,0,,,
1.4420e-06,-50,6.24,40,0,,,
1.4424e-06,-50,6.24,-40,0,,,
1.4428e-06,-50,6.16,40,0,,,
1.4432e-06,-50,6.08,-40,-0.04,,,
1.4436e-06,-46,6.16,40,0,,,
1.4440e-06,-50,6.16,40,0,,,
1.4444e-06,-58,6.08,40,0,,,
1.4448e-06,-54,6.08,-40,-0.04,,,
1.4452e-06,-50,6.08,-40,0,,,
1.4456e-06,-54,6.08,-40,0,,,
1.4460e-06,-50,6,120,0,,,
1.4464e-06,-50,6.08,40,-0.04,,,
1.4468e-06,-58,6,40,0,,,
1.4472e-06,-50,6.08,40,0.04,,,
1.4476e-06,-50,6.08,40,-0.04,,,
1.4480e-06,-54,6,40,0,,,
1.4484e-06,-54,6.08,120,0,,,
1.4488e-06,-54,6,120,0.08,,,
1.4492e-06,-54,6.08,-40,0.04,,,
1.4496e-06,-54,6.08,40,0,,,
1.4500e-06,-50,6,-40,0,,,
1.4504e-06,-54,6,40,0,,,
1.4508e-06,-58,5.92,40,0.04,,,
1.4512e-06,-54,5.92,-40,0,,,
1.4516e-06,-54,5.92,-40,0.08,,,
1.4520e-06,-50,5.84,-40,0,,,
1.4524e-06,-54,5.92,120,0.04,,,
1.4528e-06,-54,5.84,40,0,,,
1.4532e-06,-50,6,-40,0.04,,,
1.4536e-06,-50,5.92,40,0.04,,,
1.4540e-06,-50,5.92,40,0,,,
1.4544e-06,-54,6,40,0,,,
1.4548e-06,-46,5.92,40,-0.04,,,
1.4552e-06,-50,5.92,40,0,,,
1.4556e-06,-46,6,-40,0,,,
1.4560e-06,-46,6.16,-40,0,,,
1.4564e-06,-46,6.08,40,0.04,,,
1.4568e-06,-46,6,120,-0.04,,,
1.4572e-06,-50,6,40,0,,,
1.4576e-06,-42,6,40,0.04,,,
1.4580e-06,-54,6,-40,-0.04,,,
1.4584e-06,-50,6,-40,0,,,
1.4588e-06,-50,5.92,40,0,,,
1.4592e-06,-46,5.84,40,-0.04,,,
1.4596e-06,-54,5.84,40,0,,,
1.4600e-06,-50,5.92,40,0.04,,,
1.4604e-06,-50,5.92,40,-0.04,,,
1.4608e-06,-54,6,40,-0.04,,,
1.4612e-06,-54,5.92,40,0,,,
1.4616e-06,-50,5.92,40,0,,,
1.4620e-06,-50,6,120,0,,,
1.4624e-06,-50,6,-40,-0.04,,,
1.4628e-06,-50,6,40,-0.04,,,
1.4632e-06,-50,6,40,0,,,
1.4636e-06,-50,5.92,40,0,,,
1.4640e-06,-50,5.92,40,-0.04,,,
1.4644e-06,-50,5.92,40,0,,,
1.4648e-06,-46,6,40,-0.08,,,
1.4652e-06,-50,6,40,0.04,,,
1.4656e-06,-50,6,120,0.04,,,
1.4660e-06,-50,6,40,-0.08,,,
1.4664e-06,-50,6,120,-0.08,,,
1.4668e-06,-50,6.16,120,0,,,
1.4672e-06,-46,6,-40,0,,,
1.4676e-06,-46,6.16,-40,-0.04,,,
1.4680e-06,-46,6.08,40,-0.04,,,
1.4684e-06,-42,6.08,120,-0.04,,,
1.4688e-06,-46,6.16,-40,0,,,
1.4692e-06,-46,6.16,40,0,,,
1.4696e-06,-38,6,40,0,,,
1.4700e-06,-42,6.08,40,0,,,
1.4704e-06,-46,6.16,-40,-0.04,,,
1.4708e-06,-46,6.16,-40,-0.04,,,
1.4712e-06,-42,6.16,120,-0.04,,,
1.4716e-06,-46,6.08,-40,0,,,
1.4720e-06,-46,6.08,-40,-0.04,,,
1.4724e-06,-46,6.16,-40,0,,,
1.4728e-06,-46,6.16,40,0,,,
1.4732e-06,-46,6.16,40,-0.04,,,
1.4736e-06,-46,6.08,-40,-0.04,,,
1.4740e-06,-46,6.16,-120,0,,,
1.4744e-06,-46,6.24,40,0,,,
1.4748e-06,-46,6.16,-40,0,,,
1.4752e-06,-46,6.16,-40,0,,,
1.4756e-06,-46,6.16,-40,0,,,
1.4760e-06,-42,6.16,40,-0.04,,,
1.4764e-06,-46,6,40,0.04,,,
1.4768e-06,-46,6.16,120,0,,,
1.4772e-06,-46,6.08,40,-0.08,,,
1.4776e-06,-46,6.16,40,-0.04,,,
1.4780e-06,-50,6.08,40,-0.04,,,
1.4784e-06,-54,6.16,40,0,,,
1.4788e-06,-50,6.24,40,-0.04,,,
1.4792e-06,-50,6.08,40,-0.04,,,
1.4796e-06,-50,6.08,120,-0.04,,,
1.4800e-06,-58,6.08,40,0,,,
1.4804e-06,-54,6.08,40,0,,,
1.4808e-06,-54,6.08,-40,-0.04,,,
1.4812e-06,-58,6.16,120,-0.04,,,
1.4816e-06,-54,6.16,40,0,,,
1.4820e-06,-50,6.16,120,0,,,
1.4824e-06,-50,6.16,40,0,,,
1.4828e-06,-54,6.16,40,0,,,
1.4832e-06,-54,6.16,40,0.04,,,
1.4836e-06,-50,6.16,40,-0.04,,,
1.4840e-06,-50,6.08,-40,0,,,
1.4844e-06,-54,6,40,-0.04,,,
1.4848e-06,-54,6,40,-0.04,,,
1.4852e-06,-50,6,-40,-0.08,,,
1.4856e-06,-50,5.92,40,-0.04,,,
1.4860e-06,-46,6,120,0.04,,,
1.4864e-06,-50,6,40,0.04,,,
1.4868e-06,-50,6.08,40,0,,,
1.4872e-06,-46,6,-40,0,,,
1.4876e-06,-46,5.92,40,0,,,
1.4880e-06,-46,6,40,0,,,
1.4884e-06,-50,5.92,-40,0.04,,,
1.4888e-06,-46,5.92,-40,0.04,,,
1.4892e-06,-46,5.92,40,0,,,
1.4896e-06,-50,5.92,40,0,,,
1.4900e-06,-46,6,40,0.04,,,
1.4904e-06,-50,6,-40,0,,,
1.4908e-06,-50,5.84,40,0,,,
1.4912e-06,-50,5.84,40,0,,,
1.4916e-06,-50,5.92,40,0,,,
1.4920e-06,-50,5.84,40,0,,,
1.4924e-06,-46,5.92,-40,0.04,,,
1.4928e-06,-50,5.84,40,0.04,,,
1.4932e-06,-54,5.84,-40,0,,,
1.4936e-06,-54,5.76,-40,0,,,
1.4940e-06,-54,5.84,40,0,,,
1.4944e-06,-54,5.84,40,-0.04,,,
1.4948e-06,-50,5.76,40,0.04,,,
1.4952e-06,-54,5.76,40,0,,,
1.4956e-06,-58,5.76,-40,0,,,
1.4960e-06,-58,5.76,40,0,,,
1.4964e-06,-58,5.68,40,0,,,
1.4968e-06,-54,5.76,40,0.04,,,
1.4972e-06,-58,5.68,40,-0.04,,,
1.4976e-06,-54,5.76,40,0,,,
1.4980e-06,-58,5.76,-40,0,,,
1.4984e-06,-58,5.6,-40,0,,,
1.4988e-06,-62,5.68,40,0.04,,,
1.4992e-06,-54,5.76,-40,0.04,,,
1.4996e-06,-54,5.68,40,0.04,,,
1.5000e-06,-54,5.68,40,0.04,,,
1.5004e-06,-50,5.6,40,0.04,,,
1.5008e-06,-54,5.68,-40,0.04,,,
1.5012e-06,-50,5.68,40,0,,,
1.5016e-06,-50,5.6,40,0.04,,,
1.5020e-06,-50,5.52,-40,0.04,,,
1.5024e-06,-46,5.6,-40,0.04,,,
1.5028e-06,-46,5.6,40,0.04,,,
1.5032e-06,-46,5.68,40,0.04,,,
1.5036e-06,-50,5.76,40,0,,,
1.5040e-06,-46,5.76,40,0.04,,,
1.5044e-06,-46,5.6,-40,0,,,
1.5048e-06,-46,5.6,40,0,,,
1.5052e-06,-50,5.6,-40,0,,,
1.5056e-06,-46,5.52,40,-0.04,,,
1.5060e-06,-50,5.68,40,-0.04,,,
1.5064e-06,-46,5.68,-40,0,,,
1.5068e-06,-50,5.6,40,0,,,
1.5072e-06,-50,5.6,40,0,,,
1.5076e-06,-50,5.52,40,0.04,,,
1.5080e-06,-54,5.52,40,-0.04,,,
1.5084e-06,-50,5.6,-40,0,,,
1.5088e-06,-54,5.52,-120,0,,,
1.5092e-06,-54,5.52,-40,0,,,
1.5096e-06,-50,5.6,40,0,,,
1.5100e-06,-54,5.6,40,0,,,
1.5104e-06,-58,5.68,40,0,,,
1.5108e-06,-58,5.6,120,0,,,
1.5112e-06,-58,5.68,40,0,,,
1.5116e-06,-54,5.6,-40,-0.04,,,
1.5120e-06,-58,5.6,-40,0,,,
1.5124e-06,-50,5.6,40,0,,,
1.5128e-06,-50,5.52,40,0,,,
1.5132e-06,-50,5.6,40,-0.04,,,
1.5136e-06,-50,5.52,40,-0.08,,,
1.5140e-06,-54,5.52,40,-0.04,,,
1.5144e-06,-50,5.52,40,0.04,,,
1.5148e-06,-50,5.44,40,-0.04,,,
1.5152e-06,-50,5.52,40,-0.08,,,
1.5156e-06,-50,5.52,40,-0.04,,,
1.5160e-06,-50,5.68,-120,0,,,
1.5164e-06,-54,5.6,120,-0.04,,,
1.5168e-06,-50,5.68,40,0,,,
1.5172e-06,-46,5.6,40,-0.04,,,
1.5176e-06,-46,5.6,40,-0.04,,,
1.5180e-06,-46,5.6,40,-0.04,,,
1.5184e-06,-46,5.6,40,-0.04,,,
1.5188e-06,-50,5.52,40,0,,,
1.5192e-06,-46,5.52,40,-0.08,,,
1.5196e-06,-50,5.6,120,-0.08,,,
1.5200e-06,-46,5.6,40,-0.08,,,
1.5204e-06,-46,5.6,-40,-0.08,,,
1.5208e-06,-50,5.68,-40,-0.04,,,
1.5212e-06,-46,5.6,40,0,,,
1.5216e-06,-46,5.68,40,-0.04,,,
1.5220e-06,-46,5.76,40,-0.04,,,
1.5224e-06,-50,5.76,120,-0.04,,,
1.5228e-06,-46,5.76,40,-0.04,,,
1.5232e-06,-46,5.76,-40,-0.04,,,
1.5236e-06,-50,5.68,-40,-0.04,,,
1.5240e-06,-50,5.76,40,-0.08,,,
1.5244e-06,-46,5.68,40,-0.04,,,
1.5248e-06,-50,5.76,40,-0.08,,,
1.5252e-06,-46,5.76,40,-0.04,,,
1.5256e-06,-50,5.76,40,-0.04,,,
1.5260e-06,-50,5.68,-40,-0.08,,,
1.5264e-06,-50,5.68,40,0,,,
1.5268e-06,-54,5.68,40,0,,,
1.5272e-06,-50,5.76,40,-0.04,,,
1.5276e-06,-54,5.84,40,-0.04,,,
1.5280e-06,-54,5.68,40,-0.04,,,
1.5284e-06,-54,5.84,-40,0,,,
1.5288e-06,-54,5.76,40,-0.04,,,
1.5292e-06,-54,5.76,40,0,,,
1.5296e-06,-54,5.84,40,0,,,
1.5300e-06,-54,5.84,-40,-0.04,,,
1.5304e-06,-54,5.84,40,-0.04,,,
1.5308e-06,-50,5.84,-40,-0.04,,,
1.5312e-06,-54,5.84,-40,-0.04,,,
1.5316e-06,-58,5.84,40,-0.04,,,
1.5320e-06,-54,5.84,-40,-0.04,,,
1.5324e-06,-54,5.84,40,-0.04,,,
1.5328e-06,-50,5.84,120,0.04,,,
1.5332e-06,-50,5.84,120,0,,,
1.5336e-06,-50,5.84,40,-0.04,,,
1.5340e-06,-50,5.84,40,-0.04,,,
1.5344e-06,-50,5.84,40,-0.04,,,
1.5348e-06,-50,5.84,-40,-0.04,,,
1.5352e-06,-54,5.84,40,-0.08,,,
1.5356e-06,-50,5.84,40,0,,,
1.5360e-06,-50,5.84,-40,0.04,,,
1.5364e-06,-50,5.76,40,0,,,
1.5368e-06,-50,5.84,40,0,,,
1.5372e-06,-54,5.84,40,0,,,
1.5376e-06,-50,5.84,40,-0.08,,,
1.5380e-06,-50,5.84,120,-0.04,,,
1.5384e-06,-46,5.84,40,0.04,,,
1.5388e-06,-46,5.76,40,0.04,,,
1.5392e-06,-54,5.92,40,0,,,
1.5396e-06,-50,5.76,120,-0.04,,,
1.5400e-06,-50,5.76,40,0,,,
1.5404e-06,-58,5.76,-40,0.04,,,
1.5408e-06,-54,5.84,120,-0.04,,,
1.5412e-06,-54,5.76,40,0,,,
1.5416e-06,-50,5.76,40,0,,,
1.5420e-06,-54,5.68,40,0,,,
1.5424e-06,-54,5.6,-40,0,,,
1.5428e-06,-54,5.6,40,0.04,,,
1.5432e-06,-58,5.6,40,-0.04,,,
1.5436e-06,-62,5.68,40,0.04,,,
1.5440e-06,-54,5.68,40,0.04,,,
1.5444e-06,-58,5.6,40,0,,,
1.5448e-06,-54,5.52,40,0,,,
1.5452e-06,-54,5.68,120,0.08,,,
1.5456e-06,-54,5.6,-40,0,,,
1.5460e-06,-54,5.68,-40,0,,,
1.5464e-06,-58,5.6,-40,0,,,
1.5468e-06,-54,5.6,40,0,,,
1.5472e-06,-58,5.6,40,0.04,,,
1.5476e-06,-54,5.52,120,0,,,
1.5480e-06,-50,5.52,40,0,,,
1.5484e-06,-58,5.44,40,0,,,
1.5488e-06,-50,5.44,-40,0.04,,,
1.5492e-06,-54,5.52,40,0,,,
1.5496e-06,-54,5.52,40,0.04,,,
1.5500e-06,-54,5.52,40,0.04,,,
1.5504e-06,-54,5.44,40,0,,,
1.5508e-06,-50,5.44,40,0.04,,,
1.5512e-06,-50,5.44,-40,0.04,,,
1.5516e-06,-50,5.44,40,0.04,,,
1.5520e-06,-54,5.44,40,0,,,
1.5524e-06,-50,5.44,40,0.04,,,
1.5528e-06,-54,5.44,40,0.04,,,
1.5532e-06,-54,5.44,-40,0.04,,,
1.5536e-06,-58,5.44,40,-0.04,,,
1.5540e-06,-54,5.44,-40,0,,,
1.5544e-06,-58,5.44,40,0.04,,,
1.5548e-06,-58,5.36,120,0,,,
