lambda_nm,intensity
6.639340820312500000e+02,3.013187460601329803e-02
6.641838378906250000e+02,3.205874562263488770e-02
6.644335937500000000e+02,3.070536628365516663e-02
6.646832885742187500e+02,2.951562032103538513e-02
6.649329833984375000e+02,2.960778586566448212e-02
6.651827392578125000e+02,3.088628314435482025e-02
6.654324951171875000e+02,3.258744254708290100e-02
6.656821899414062500e+02,3.260271623730659485e-02
6.659319458007812500e+02,3.054787218570709229e-02
6.661816406250000000e+02,3.139856830239295959e-02
6.664313964843750000e+02,3.367497026920318604e-02
6.666811523437500000e+02,3.389065712690353394e-02
6.669308471679687500e+02,3.288752213120460510e-02
6.671805419921875000e+02,3.267078474164009094e-02
6.674302978515625000e+02,3.274383395910263062e-02
6.676800537109375000e+02,3.362299501895904541e-02
6.679297485351562500e+02,3.507022559642791748e-02
6.681794433593750000e+02,3.507361188530921936e-02
6.684291992187500000e+02,3.589738532900810242e-02
6.686789550781250000e+02,3.674424067139625549e-02
6.689286499023437500e+02,3.775050118565559387e-02
6.691783447265625000e+02,3.774214163422584534e-02
6.694281005859375000e+02,3.819233179092407227e-02
6.696778564453125000e+02,4.014164209365844727e-02
6.699275512695312500e+02,4.177512973546981812e-02
6.701772460937500000e+02,4.245152696967124939e-02
6.704270019531250000e+02,4.272149503231048584e-02
6.706767578125000000e+02,4.309811443090438843e-02
6.709264526367187500e+02,4.476037248969078064e-02
6.711761474609375000e+02,4.527231305837631226e-02
6.714259033203125000e+02,4.962641745805740356e-02
6.716756591796875000e+02,5.370174348354339600e-02
6.719253540039062500e+02,5.343423783779144287e-02
6.721751098632812500e+02,5.324561893939971924e-02
6.724248046875000000e+02,5.731154233217239380e-02
6.726745605468750000e+02,6.153321638703346252e-02
6.729243164062500000e+02,6.779609620571136475e-02
6.731740112304687500e+02,7.400905340909957886e-02
6.734237060546875000e+02,7.788834720849990845e-02
6.736734619140625000e+02,8.443689346313476562e-02
6.739232177734375000e+02,1.058774814009666443e-01
6.741729125976562500e+02,1.326767206192016602e-01
6.744226074218750000e+02,1.731517910957336426e-01
6.746723632812500000e+02,2.225019186735153198e-01
6.749221191406250000e+02,3.171664178371429443e-01
6.751718139648437500e+02,5.493480563163757324e-01
6.754215087890625000e+02,7.976816296577453613e-01
6.756712646484375000e+02,9.192540645599365234e-01
6.759210205078125000e+02,9.417143464088439941e-01
6.761707153320312500e+02,9.447598457336425781e-01
6.764204101562500000e+02,9.462334513664245605e-01
6.766701660156250000e+02,9.570369720458984375e-01
6.769199218750000000e+02,9.614700078964233398e-01
6.771696166992187500e+02,9.215660095214843750e-01
6.774193115234375000e+02,8.977366089820861816e-01
6.776690673828125000e+02,7.724304795265197754e-01
6.779188232421875000e+02,5.639644265174865723e-01
6.781685180664062500e+02,3.865900635719299316e-01
6.784182739257812500e+02,2.312924712896347046e-01
6.786679687500000000e+02,1.461327373981475830e-01
6.789177246093750000e+02,1.117597818374633789e-01
6.791674194335937500e+02,9.273687750101089478e-02
6.794171752929687500e+02,7.629958540201187134e-02
6.796668701171875000e+02,6.673329323530197144e-02
6.799166259765625000e+02,6.295762956142425537e-02
6.801663208007812500e+02,6.101185083389282227e-02
6.804160766601562500e+02,5.233459919691085815e-02
